ccode,MinisterPersonalID,country_name,country_name2,foreignminister,fminday,fminmonth,fminyear,fmoutday,fmoutmonth,fmoutyear,portfolio_name,post_name,acting,Term_no,repeated_terms,HeadofGovernment,sex,birthyear,deadyear,birthplace,marital,children,nr_children,fambgnoble,fambgprof,education,edufield,school_name,sec_school_name,Farmer,Business,Worker,Cleric,Politics,Law,Whitecollar,Int_org,InternationalOrganizationname,Diplomat,Dip_post,Dip_country,Mili_edu,Mili_service,Mili_rank,Mili_combat,Combat_war,Mili_injury,Rebel,party,party_name,party_lead,parliament_bg,Former_minister,Former_min_post,Former_gov_office,Former_gov_post,org_connections,organisation,Manner_out,Reason_out,version
325,82043,Italy,Italy,Alcide De Gasperi,26,7,1951,17,8,1953,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,2,1,2,1,1881,1954,Pieve Tesino,2,2,4,1,7,4,06,University of Vienna,University of Innsbruck,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,2,2,Democrazia Cristiana,2,2,2,Minister of the Interior,1,9999,1,9999,1,11,v210301
325,82046,Italy,Italy,Giuseppe Pella,17,8,1953,18,1,1954,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,2,1,1902,1981,Valdengo,2,2,1,1,1,4,02,Regio Istituto superiore di Torino,9999,1,1,1,1,2,2,2,2,"European Economic Cooperation Organization, CECA",1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister of the Treasury,2,Vice President of the Committee for Industrial Reconstruction,2,European Economic Cooperation Organization,1,13,v210301
325,82047,Italy,Italy,Attilio Piccioni,18,1,1954,19,9,1954,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1892,1976,Poggio Bustone,4,2,2,1,3,4,08,Sapienza University of Rome,9999,1,1,1,1,2,2,2,1,9999,1,9999,9999,2,2,Pilot Instructor,2,First World War,1,2,2,Democrazia Cristiana,2,2,2,Minister Grace and Justice,2,Vice President of the Council of Ministers,1,9999,1,11,v210301
325,82048,Italy,Italy,Gaetano Martino,19,9,1954,6,5,1957,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1900,1967,Messina,2,2,3,1,6,5,09,Sapienza University of Rome,9999,1,1,1,1,1,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,Partito Liberale Italiano,2,2,2,Ministry of Public Education,2,Vice President of the Chamber,1,9999,1,11,v210301
325,82046,Italy,Italy,Giuseppe Pella,19,5,1957,1,7,1958,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,2,1,1,1,1902,1981,Valdengo,2,2,1,1,1,4,02,Regio Istituto superiore di Torino,9999,1,1,1,1,2,2,2,2,"European Economic Cooperation Organization, CECA",1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister of the Treasury,2,Vice President of the Committee for Industrial Reconstruction,2,European Economic Cooperation Organization,1,13,v210301
325,82049,Italy,Italy,Amintore Fanfani,1,7,1958,15,2,1959,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,2,1,1908,1999,Pieve Santo Stefano,2,2,7,1,7,4,02,Università Cattolica del Sacro Cuore,9999,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,2,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,2,President of XX general assembly of UN,1,9999,1,13,v210301
325,82046,Italy,Italy,Giuseppe Pella,15,2,1959,25,3,1960,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,3,1,1,1,1902,1981,Valdengo,2,2,1,1,1,4,02,Regio Istituto superiore di Torino,9999,1,1,1,1,2,2,2,2,"European Economic Cooperation Organization, CECA",1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister of the Treasury,2,Vice President of the Committee for Industrial Reconstruction,2,European Economic Cooperation Organization,1,13,v210301
325,82050,Italy,Italy,Antonio Segni,25,3,1960,21,2,1962,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1891,1972,Sassari,2,2,4,2,7,4,08,Università degli Studi di Sassari,9999,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister of Interior,2,Vice President of the Council of Ministers,1,9999,1,11,v210301
325,82047,Italy,Italy,Attilio Piccioni,29,5,1962,4,12,1963,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,2,1,1,1,1892,1976,Poggio Bustone,4,2,2,1,3,4,08,Sapienza University of Rome,9999,1,1,1,1,2,2,2,1,9999,1,9999,9999,2,2,Pilot Instructor,2,First World War,1,2,2,Democrazia Cristiana,2,2,2,Minister Grace and Justice,2,Vice President of the Council of Ministers,1,9999,1,11,v210301
325,82049,Italy,Italy,Amintore Fanfani,7,5,1962,29,5,1962,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),2,2,1,2,1,1908,1999,Pieve Santo Stefano,2,2,7,1,7,4,2,Università Cattolica del Sacro Cuore,9999,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,2,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,1,9999,1,9999,1,32,v210301
325,82051,Italy,Italy,Giuseppe Saragat,4,12,1963,28,12,1964,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1898,1988,Turin,4,2,2,1,7,4,02,University of Turin,9999,1,2,1,1,2,1,1,1,9999,2,Ambassador in Paris,France,1,2,Officier,2,First World War,1,2,2,Partito Socialista Democratico Italiano,2,2,2,Minister of Merchant Navy,2,Vice President of the Council of Ministers,1,9999,1,11,v210301
325,82052,Italy,Italy,Aldo Moro,28,12,1964,5,3,1965,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),2,1,0,2,1,1916,1978,Maglie,2,2,4,1,7,4,8,University of Bari,9999,1,1,1,1,1,2,2,1,9999,1,9999,9999,1,2,Air Force Commissioner,2,Second World War,1,1,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,2,Under-Secretary at Ministry of Foreign Affairs ,1,9999,1,32,v210301
325,82049,Italy,Italy,Amintore Fanfani,5,3,1965,30,12,1965,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,3,1,1,1,1908,1999,Pieve Santo Stefano,2,2,7,1,7,4,02,Università Cattolica del Sacro Cuore,9999,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,2,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,1,9999,1,9999,1,31,v210301
325,82052,Italy,Italy,Aldo Moro,30,12,1965,23,2,1966,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),2,2,1,2,1,1916,1978,Maglie,2,2,4,1,7,4,8,University of Bari,9999,1,1,1,1,1,2,2,1,9999,1,9999,9999,1,2,Air Force Commissioner,2,Second World War,1,1,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,2,Under-Secretary at Ministry of Foreign Affairs ,1,9999,1,32,v210301
325,82049,Italy,Italy,Amintore Fanfani,23,2,1966,5,6,1968,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,4,1,1,1,1908,1999,Pieve Santo Stefano,2,2,7,1,7,4,02,Università Cattolica del Sacro Cuore,9999,1,1,1,1,2,1,2,2,UN,1,9999,9999,1,1,9999,1,9999,1,2,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,2,President of XX general assembly of UN,2,UN,1,13,v210301
325,82053,Italy,Italy,Giuseppe Medici,24,6,1968,12,12,1968,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1907,2000,Sassuolo,2,2,3,1,3,4,01,Istituto Superiore Agrario di Milano,9999,1,1,1,1,2,1,2,2,"Italian delegation to the Marshall Plan, Italian delegation to the UN",1,9999,9999,1,2,7777,1,9999,1,1,2,Democrazia Cristiana,1,2,2,"Minister of Agriculture, Industry and Commerce",1,9999,1," Marshall Plan, UN",1,13,v210301
325,82044,Italy,Italy,Pietro Nenni,12,12,1968,5,8,1969,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,2,1,1,1,1891,1980,Faenza,2,2,3,1,3,2,9999,7777,9999,1,1,2,1,2,1,2,2,"International Brigades, Socialist International",1,9999,9999,2,2,Sergeant,2,"First World War, the Spanish Civil War",2,2,2,Partito Socialista Italiano,2,2,2,Minister without Portfolio,1,9999,2,Socialist International,1,32,v210301
325,82052,Italy,Italy,Aldo Moro,5,8,1969,26,7,1972,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,3,1,1,1,1916,1978,Maglie,2,2,4,1,7,4,08,University of Bari,9999,1,1,1,1,1,2,2,1,9999,1,9999,9999,1,2,Air Force Commissioner,2,Second World War,1,1,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,2,Under-Secretary at Ministry of Foreign Affairs ,1,9999,1,11,v210301
325,82053,Italy,Italy,Giuseppe Medici,26,7,1972,7,7,1973,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,2,1,1,1,1907,2000,Sassuolo,2,2,3,1,3,4,01,Istituto Superiore Agrario di Milano,9999,1,1,1,1,2,1,2,2,"Italian delegation to the Marshall Plan, Italian delegation to the UN",1,9999,9999,1,2,7777,1,9999,1,1,2,Democrazia Cristiana,1,2,2,"Minister of Agriculture, Industry and Commerce",1,9999,1," Marshall Plan, UN",1,13,v210301
325,82052,Italy,Italy,Aldo Moro,7,7,1973,23,11,1974,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,4,1,1,1,1916,1978,Maglie,2,2,4,1,7,4,08,University of Bari,9999,1,1,1,1,1,2,2,1,9999,1,9999,9999,1,2,Air Force Commissioner,2,Second World War,1,1,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,2,Under-Secretary at Ministry of Foreign Affairs ,1,9999,1,11,v210301
325,82054,Italy,Italy,Mariano Rumor,23,11,1974,29,7,1976,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1915,1990,Vicenza,1,1,9999,1,7,4,06,University of Padova,9999,1,1,1,1,2,1,2,2,European Commission,1,9999,9999,2,2,Second lieutenant of artillery,2,Second World War,1,1,2,Democrazia Cristiana,2,2,2,President of the Council of Ministers,1,9999,2,European Commission,1,11,v210301
325,82055,Italy,Italy,Arnaldo Forlani,29,7,1976,4,8,1979,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1925,6666,Pesaro,2,2,3,1,1,4,08,University of Urbino,9999,1,1,1,1,2,1,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,2,2,2,Minister of Defence,1,9999,2,European Commission,1,11,v210301
325,82056,Italy,Italy,Franco Maria Malfatti,4,8,1979,15,1,1980,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1927,1991,Rome,2,2,1,1,7777,2,9999,7777,9999,1,1,1,1,2,1,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister of Finance,2,President of the Committee on Finance and Treasury of the Chamber,2,European Commission,3,9999,v210301
325,82057,Italy,Italy,Attilio Ruffini,15,1,1980,4,4,1980,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1924,2011,Mantova,2,2,5,1,7777,4,08,Università Cattolica del Sacro Cuore,9999,1,1,1,1,2,2,1,2,European Commission,1,9999,9999,1,2,7777,2,Second World War,1,1,2,Democrazia Cristiana,1,2,2,Minister of Defence,2,Under-Secretary at Ministry of Public Education,2,European Commission,1,12,v210301
325,82058,Italy,Italy,Emilio Colombo,4,4,1980,4,8,1983,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1920,2013,Potenza,7777,7777,7777,7777,7777,4,08,7777,9999,1,1,1,1,2,1,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,President of the Council of Ministers,2,Under-Secretary at Ministry of Public Works,2,European Commission,1,11,v210301
325,82059,Italy,Italy,Giulio Andreotti,4,8,1983,22,7,1989,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1919,2013,Rome,2,2,4,1,7,4,08,Sapienza University of Rome,9999,1,1,1,1,2,1,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,President of the Council of Ministers,2,9999,2,European Commission,1,11,v210301
325,82060,Italy,Italy,Gianni De Michelis,22,7,1989,28,6,1992,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1940,6666,Venezia,3,2,1,1,7,4,05,University of Padua,9999,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,Partito Socialista Italiano,1,2,2,Minister of Work and Social Previdance,2,Vice President of the Council of Ministers,1,9999,1,11,v210301
325,82061,Italy,Italy,Vincenzo Scotti,28,6,1992,29,7,1992,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1933,6666,Naples,2,2,3,1,7777,4,08,Sapienza University of Rome,9999,1,1,1,1,2,1,2,2,Direzione Investigativa Antimafia,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister of Interior,1,Under-Secretary at Ministry of Foreign Affairs ,1,9999,7777,7777,v210301
325,82058,Italy,Italy,Emilio Colombo,1,8,1992,28,4,1993,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,2,1,1,1,1920,2013,Potenza,7777,7777,7777,7777,7777,4,08,7777,9999,1,1,1,1,2,1,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,President of the Council of Ministers,2,Under-Secretary at Ministry of Public Works,2,European Commission,1,11,v210301
325,82062,Italy,Italy,Beniamino Andreatta,28,4,1993,19,4,1994,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1928,2007,Trento,2,2,2,1,7,5,08,University of Padua,Università Cattolica del Sacro Cuore,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister of the Treasury,1,9999,1,9999,1,31,v210301
325,82063,Italy,Italy,Leopoldo Elia,19,4,1994,10,5,1994,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),2,1,0,1,1,1925,2008,Fano,2,1,9999,1,7,4,8,Sapienza University of Rome,9999,1,1,1,1,2,1,2,2,Council of Europe and CECA,1,9999,9999,1,1,9999,1,9999,1,1,2,Democrazia Cristiana,1,2,2,Minister for constitutional reforms,2,Presidents of the Constitutional Court,2,Council of Europe and CECA,7777,7777,v210301
325,82064,Italy,Italy,Antonio Martino,10,5,1994,17,1,1995,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1942,6666,Messina,2,2,2,1,6,4,08,University of Messina,9999,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,2,Forza Italia,2,1,1,9999,1,9999,1,9999,7777,7777,v210301
325,82065,Italy,Italy,Susanna Agnelli,17,1,1995,17,5,1996,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,2,1922,2009,Turin,3,2,6,1,2,4,0608,University of Turin,Mount Holyoke University (honorary degree),1,2,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,1,1,9999,1,2,1,9999,2,Under-Secretary at Ministry of Foreign Affairs ,1,9999,7777,7777,v210301
325,82066,Italy,Italy,Lamberto Dini,17,5,1996,11,6,2001,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1931,6666,Florence,2,2,1,1,3,5,02,University of Florence,University of Minnesota,1,1,1,1,2,1,2,2,"Bank for International Settlements, European Commission",1,9999,9999,1,1,9999,1,9999,1,1,2,Rinnovamento Italiano,2,2,2,President of the Council of Ministers,1,9999,2,"Bank for International Settlements, European Commission",1,11,v210301
325,82067,Italy,Italy,Renato Ruggiero,11,6,2001,6,1,2002,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1930,2013,Naples,2,2,3,1,2,4,08,University of Naples,9999,1,1,1,1,2,1,1,2,"World Trade Organization, European Commission",2,General Secretary of the Ministry of Foreign Affairs,Italian Republic,1,1,9999,1,9999,1,1,1,9999,1,1,2,Minister of International Trade,1,9999,2,World Trade Organization,1,24,v210301
325,82068,Italy,Italy,Silvio Berlusconi,6,1,2002,14,11,2002,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),2,1,0,2,1,1936,6666,Milan,5,2,5,1,2,4,8,University of Milan,9999,1,2,1,1,2,1,1,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Forza Italia,2,2,2,President of the Council of Ministers,1,9999,2,European Commission,1,32,v210301
325,82069,Italy,Italy,Franco Frattini,14,11,2002,18,11,2004,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1957,6666,Rome,1,2,1,1,7777,4,08,Sapienza University of Rome,9999,1,1,1,1,2,2,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Il Popolo della Libertà,1,2,2,Ministers for the simplification and public administration,2,State Councilor,2,European Commission,1,31,v210301
325,82070,Italy,Italy,Gianfranco Fini,18,11,2004,17,5,2006,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1952,6666,Bolona,2,2,1,1,2,4,07,Sapienza University of Rome,9999,1,1,1,1,2,1,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Alleanza Nazionale,2,2,1,9999,2,President of the Chamber,2,European Commission,1,11,v210301
325,82071,Italy,Italy,Massimo D'Alema,17,5,2006,8,5,2008,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1949,6666,Rome,2,2,2,1,6,2,9999,Liceo ginnasio Andrea D'Oria,9999,1,1,1,1,2,1,2,2,"Socialist International, European Commission",1,9999,9999,1,1,9999,1,9999,1,1,2,"Democratici di Sinistra (until 2007), Partito Democratico (after 2007)",2,2,2,President of the Council of Ministers,2,Deputy Prime Minister of Italy,2,Socialist International,1,12,v210301
325,82069,Italy,Italy,Franco Frattini,8,5,2008,16,11,2011,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,2,1,1,1,1957,6666,Rome,1,2,1,1,7777,4,08,Sapienza University of Rome,9999,1,1,1,1,2,2,2,2,European Commission,1,9999,9999,1,1,9999,1,9999,1,1,2,Il Popolo della Libertà,1,2,2,Ministers for the simplification and public administration,2,State Councilor,2,European Commission,1,32,v210301
325,82072,Italy,Italy,Giulio Terzi di Sant'Agata,16,11,2011,26,3,2013,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1946,6666,Bergamo,1,2,2,2,7777,5,08,University of Milan,9999,1,1,1,1,2,1,1,1,9999,2,Ambassador to the United States of America,Italian Republic,1,1,9999,1,9999,1,1,1,9999,1,1,1,9999,1,9999,1,9999,1,32,v210301
325,82073,Italy,Italy,Mario Monti,26,3,2013,28,4,2013,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),2,1,0,2,1,1943,6666,Varese,2,2,2,1,2,5,2,Bocconi University,Yale University,1,1,1,1,2,1,2,2,"European Commission, Bruegel, Trilateral Commission, Bilderberg Group, Goldman Sachs, Aspen Institute, The Coca-Cola Company, Atlantic Council",1,9999,9999,1,1,9999,1,9999,1,1,1,9999,1,2,2,President of the Council of Ministers,1,9999,2,Trilateral Commission,1,11,v210301
325,82074,Italy,Italy,Emma Bonino,28,4,2013,22,2,2014,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,2,1948,6666,Bra,1,1,9999,1,1,4,06,Bocconi University,9999,1,1,1,1,2,1,2,2,"Transnational Radical Party, European Commission",1,9999,9999,1,1,9999,1,9999,1,1,2,Radicali Italiani,1,2,2,Minister of International Trade and European Policies,2,Vice President of the Senate,2,European Commission,1,22,v210301
325,82075,Italy,Italy,Federica Mogherini,22,2,2014,31,10,2014,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,2,1973,6666,Rome,2,2,2,1,7,4,07,Sapienza University of Rome,9999,1,1,1,1,2,1,1,2,Food and Agriculture Organization,1,9999,9999,1,1,9999,1,9999,1,1,2,Partito Democratico,1,2,1,9999,1,9999,2,European Community Organisation of Socialist Youth,1,31,v210301
325,82076,Italy,Italy,Paolo Gentiloni,31,10,2014,6666,6666,6666,Ministry of Foreign Affairs (Ministero degli affari esteri),Minister for Foreign Affairs and International Cooperation of Italian Republic (Ministro degli affari esteri e della cooperazione internazionale della Repubblica Italiana),1,1,0,1,1,1954,6666,Rome,2,1,9999,2,7,4,07,Sapienza University of Rome,9999,1,1,1,1,2,1,2,1,9999,1,9999,9999,1,1,9999,1,9999,1,2,2,Partito Democratico,1,2,2,Minister for Communications,1,9999,1,9999,6666,6666,v210301
200,200001,United Kingdom,United Kingdom,"Francis Godolphin Osborne, Duke of Leeds, Marquess of Carmarthen",23,12,1783,7777,5,1792,Foreign Office,Secretary of State for Foreign Affairs,1,1,1,1,1,1751,1799,"St James's, Westminster",5,2,5,2,6,4,7777,"Christ Church, Oxford",Westminster School,2,1,1,1,2,1,1,1,9999,1,Ambassador-extraordinary and minister-plenipotentiary at Paris,France,1,1,9999,1,9999,9999,1,2,Tory,9999,2,1,9999,1,9999,1,9999,1,22,v210301
200,200002,United Kingdom,United Kingdom,"William Wyndham Grenville, Baron Grenville",8,6,1791,20,2,1801,Foreign Office,Secretary of State for Foreign Affairs,1,1,1,1,1,1759,1834,"Wotton House, Buckinhamshire",2,1,9999,2,6,4,08,"Lincoln's Inn, London","Christ Church, Oxford",2,1,1,1,2,1,1,1,9999,1,9999,9999,1,1,9999,1,9999,9999,1,2,Tory,1,2,2,Home Secretary,2,Privy council member,2,Goosetree's,1,23,v210301
200,200003,United Kingdom,United Kingdom,"Robert Banks Jenkinson, Hawkesbury, 2nd Earl of Liverpool",20,2,1801,14,5,1804,Foreign Office,Secretary of State for Foreign Affairs,1,1,1,1,1,1770,1828,London,2,7777,7777,2,6,4,0604,"Christ Church, Oxford","Charterhouse School, London",2,1,1,1,2,1,1,1,9999,1,9999,9999,1,2,Colonel,7777,7777,7777,1,2,Tory,1,2,1,9999,2,"Board of Trade member, mastership of the Royal Mint",1,9999,1,27,v210301
